X,open,high,low,close,adjclose,volume,ticker
03-01-2022,98.40000153,98.40000153,98.40000153,98.40000153,98.40000153,1000,HUBC
04-01-2022,98.40000153,98.40000153,98.40000153,98.40000153,98.40000153,0,HUBC
05-01-2022,98.80000305,99,98.69999695,98.90000153,98.90000153,90090,HUBC
06-01-2022,99.09999847,99.09999847,98.90000153,99,99,38390,HUBC
07-01-2022,99,99.30000305,98.80000305,99.19999695,99.19999695,54640,HUBC
10-01-2022,99.09999847,99.19999695,99,99,99,11510,HUBC
11-01-2022,99,99.19999695,99,99,99,4920,HUBC
12-01-2022,99,99.19999695,99,99.19999695,99.19999695,110,HUBC
13-01-2022,99.19999695,99.19999695,99.19999695,99.19999695,99.19999695,60,HUBC
14-01-2022,99.09999847,99.30000305,99.09999847,99.19999695,99.19999695,5700,HUBC
18-01-2022,99.19999695,99.19999695,99.19999695,99.19999695,99.19999695,0,HUBC
19-01-2022,99.19999695,99.5,99.19999695,99.5,99.5,48350,HUBC
20-01-2022,99.30000305,99.30000305,99.30000305,99.30000305,99.30000305,80,HUBC
21-01-2022,99.09999847,99.15000153,98.90000153,98.90000153,98.90000153,610,HUBC
24-01-2022,99,99.09999847,99,99,99,390,HUBC
25-01-2022,99,99,99,99,99,0,HUBC
26-01-2022,99,99,99,99,99,0,HUBC
27-01-2022,99,99.09999847,98.59999847,98.59999847,98.59999847,8800,HUBC
28-01-2022,99,99.19999695,99,99.19999695,99.19999695,680,HUBC
31-01-2022,99.19999695,99.19999695,99.19999695,99.19999695,99.19999695,0,HUBC
01-02-2022,99.19999695,99.19999695,99.19999695,99.19999695,99.19999695,0,HUBC
02-02-2022,99,99,99,99,99,3200,HUBC
03-02-2022,99,99,99,99,99,0,HUBC
04-02-2022,99.09999847,99.09999847,99.09999847,99.09999847,99.09999847,4350,HUBC
07-02-2022,99.09999847,99.09999847,99.09999847,99.09999847,99.09999847,0,HUBC
08-02-2022,99.09999847,99.09999847,99.09999847,99.09999847,99.09999847,0,HUBC
09-02-2022,99.30000305,99.40000153,99.30000305,99.34999847,99.34999847,12130,HUBC
10-02-2022,99.30000305,99.5,99.30000305,99.5,99.5,17560,HUBC
11-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
14-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
15-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
16-02-2022,99.40000153,99.40000153,99.40000153,99.40000153,99.40000153,24060,HUBC
17-02-2022,99.40000153,99.40000153,99.30000305,99.40000153,99.40000153,30080,HUBC
18-02-2022,99.40000153,99.40000153,99.40000153,99.40000153,99.40000153,0,HUBC
22-02-2022,99.5,99.5,99.5,99.5,99.5,1050,HUBC
23-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
24-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
25-02-2022,99.5,99.5,99.5,99.5,99.5,0,HUBC
28-02-2022,99.59999847,99.59999847,99.59999847,99.59999847,99.59999847,90,HUBC
01-03-2022,99.59999847,99.80000305,99.59999847,99.80000305,99.80000305,23110,HUBC
02-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,20,HUBC
03-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,50,HUBC
04-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,0,HUBC
07-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,0,HUBC
08-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,1760,HUBC
09-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,0,HUBC
10-03-2022,99.80000305,99.80000305,99.80000305,99.80000305,99.80000305,0,HUBC
11-03-2022,99.5,99.80000305,99.5,99.80000305,99.80000305,7670,HUBC
14-03-2022,99.90000153,100,99.80000305,100,100,9260,HUBC
15-03-2022,100,100,100,100,100,450,HUBC
16-03-2022,100,100,100,100,100,0,HUBC
17-03-2022,100,100,100,100,100,80,HUBC
18-03-2022,100,100.0999985,100,100.0999985,100.0999985,50,HUBC
21-03-2022,100.0999985,100.0999985,100.0999985,100.0999985,100.0999985,0,HUBC
22-03-2022,100.0999985,100.0999985,100.0999985,100.0999985,100.0999985,0,HUBC
23-03-2022,100.6999969,100.6999969,100,100.3000031,100.3000031,117280,HUBC
24-03-2022,100.5,100.5,99.69999695,100,100,64730,HUBC
25-03-2022,99.88999939,100.0999985,99.69999695,99.80000305,99.80000305,2910,HUBC
28-03-2022,99.80000305,100,99.69999695,99.69999695,99.69999695,10680,HUBC
29-03-2022,99.86000061,100.4000015,99.69999695,99.90000153,99.90000153,29020,HUBC
30-03-2022,99.69999695,99.80000305,99.69999695,99.69999695,99.69999695,660,HUBC
31-03-2022,99.80000305,100.0199966,99.80000305,99.80000305,99.80000305,470,HUBC
01-04-2022,99.80000305,100.25,99.69999695,100.25,100.25,3870,HUBC
04-04-2022,100.0199966,100.0999985,99.94999695,100.0999985,100.0999985,600,HUBC
05-04-2022,100.0999985,100.1500015,100.0500031,100.0999985,100.0999985,1470,HUBC
06-04-2022,100.1999969,100.1999969,99.90000153,99.90000153,99.90000153,8130,HUBC
07-04-2022,99.91000366,100.2200012,99.91000366,100.1800003,100.1800003,60,HUBC
08-04-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,180,HUBC
11-04-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
12-04-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,130,HUBC
13-04-2022,100,100,100,100,100,130,HUBC
14-04-2022,100,100.1500015,100,100.1500015,100.1500015,20,HUBC
18-04-2022,100.1500015,100.1500015,100.1500015,100.1500015,100.1500015,0,HUBC
19-04-2022,100.3000031,100.3000031,100.0999985,100.3000031,100.3000031,2280,HUBC
20-04-2022,100.4899979,100.5999985,100.0999985,100.0999985,100.0999985,1670,HUBC
21-04-2022,100.5,100.5,100.5,100.5,100.5,180,HUBC
22-04-2022,100.5,100.5,100.5,100.5,100.5,0,HUBC
25-04-2022,100.1999969,100.1999969,100.0999985,100.1999969,100.1999969,7410,HUBC
26-04-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,20,HUBC
27-04-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,0,HUBC
28-04-2022,100.3000031,100.3000031,100.1999969,100.1999969,100.1999969,650,HUBC
29-04-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,0,HUBC
02-05-2022,100.1999969,100.3000031,100.1999969,100.1999969,100.1999969,340,HUBC
03-05-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,1350,HUBC
04-05-2022,100.6200027,100.6200027,100.6200027,100.6200027,100.6200027,20,HUBC
05-05-2022,100.1999969,100.3000031,100.1999969,100.3000031,100.3000031,1770,HUBC
06-05-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,90,HUBC
09-05-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,90,HUBC
10-05-2022,100.0999985,100.0999985,100.0999985,100.0999985,100.0999985,2980,HUBC
11-05-2022,100.3499985,100.3499985,100.0999985,100.0999985,100.0999985,200,HUBC
12-05-2022,100,100.3000031,100,100.3000031,100.3000031,1020,HUBC
13-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,40,HUBC
16-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
17-05-2022,100.4899979,100.4899979,100.4899979,100.4899979,100.4899979,30,HUBC
18-05-2022,100.5999985,100.5999985,100,100,100,70,HUBC
19-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,60,HUBC
20-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
23-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,60,HUBC
24-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,60,HUBC
25-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
26-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,30,HUBC
27-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
31-05-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,20,HUBC
01-06-2022,100,100,100,100,100,30,HUBC
02-06-2022,100.0999985,100.1999969,99.90000153,100.1999969,100.1999969,6880,HUBC
03-06-2022,100,100.1999969,100,100.1999969,100.1999969,11170,HUBC
06-06-2022,100.25,100.25,100.0999985,100.0999985,100.0999985,320,HUBC
07-06-2022,100.0999985,100.2799988,100.0999985,100.2799988,100.2799988,5140,HUBC
08-06-2022,100.3000031,100.3000031,100.1999969,100.1999969,100.1999969,130,HUBC
09-06-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,0,HUBC
10-06-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,40,HUBC
13-06-2022,100.4000015,100.4000015,100.1500015,100.1999969,100.1999969,5920,HUBC
14-06-2022,100.1999969,100.1999969,99.90000153,99.90000153,99.90000153,5500,HUBC
15-06-2022,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,0,HUBC
16-06-2022,100,100.3000031,99.90000153,99.90000153,99.90000153,21110,HUBC
17-06-2022,100.0500031,100.0500031,100.0500031,100.0500031,100.0500031,20,HUBC
21-06-2022,100,100.0999985,100,100.0999985,100.0999985,130,HUBC
22-06-2022,100.0999985,100.0999985,100.0999985,100.0999985,100.0999985,0,HUBC
23-06-2022,100.0500031,100.1999969,99.94999695,100,100,5130,HUBC
24-06-2022,100.0999985,100.1500015,100.0999985,100.1500015,100.1500015,140,HUBC
27-06-2022,100.1500015,100.1500015,100.1500015,100.1500015,100.1500015,0,HUBC
28-06-2022,100.1500015,100.1500015,100.1500015,100.1500015,100.1500015,0,HUBC
29-06-2022,100.1500015,100.1500015,100.1500015,100.1500015,100.1500015,0,HUBC
30-06-2022,100.5999985,100.5999985,100.5999985,100.5999985,100.5999985,20,HUBC
01-07-2022,100.5999985,100.5999985,100.5999985,100.5999985,100.5999985,0,HUBC
05-07-2022,100.5999985,100.5999985,100.1999969,100.1999969,100.1999969,530,HUBC
06-07-2022,100.1999969,100.25,100,100.25,100.25,3030,HUBC
07-07-2022,100.3000031,100.3000031,100.3000031,100.3000031,100.3000031,790,HUBC
08-07-2022,100.4000015,100.4000015,100.1999969,100.1999969,100.1999969,120,HUBC
11-07-2022,100.1999969,100.1999969,100.1999969,100.1999969,100.1999969,0,HUBC
12-07-2022,100.3499985,100.3499985,100.3499985,100.3499985,100.3499985,60,HUBC
13-07-2022,100.4000015,100.4000015,100.4000015,100.4000015,100.4000015,240,HUBC
14-07-2022,100.4000015,100.4000015,100.4000015,100.4000015,100.4000015,0,HUBC
15-07-2022,100.5,100.5,100.5,100.5,100.5,10,HUBC
18-07-2022,100.4499969,100.4499969,100.4499969,100.4499969,100.4499969,10,HUBC
19-07-2022,100.6999969,100.6999969,100.6800003,100.6999969,100.6999969,500,HUBC
20-07-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
21-07-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
22-07-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
25-07-2022,100.5999985,100.6999969,100.5999985,100.5999985,100.5999985,100,HUBC
26-07-2022,100.5999985,100.8000031,100.5999985,100.8000031,100.8000031,50170,HUBC
27-07-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
28-07-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,50,HUBC
29-07-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
01-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
02-08-2022,100.8000031,100.8000031,100.6999969,100.6999969,100.6999969,110,HUBC
03-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
04-08-2022,100.5999985,100.6999969,100.5999985,100.5999985,100.5999985,210,HUBC
05-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,200,HUBC
08-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
09-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,10,HUBC
10-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,6910,HUBC
11-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
12-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,10,HUBC
15-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
16-08-2022,100.8000031,100.8000031,100.6999969,100.8000031,100.8000031,1910,HUBC
17-08-2022,100.8000031,100.9000015,100.6999969,100.8000031,100.8000031,5790,HUBC
18-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
19-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
22-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
23-08-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
24-08-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,6910,HUBC
25-08-2022,100.9000015,100.9000015,100.9000015,100.9000015,100.9000015,10,HUBC
26-08-2022,100.5,100.5,100.5,100.5,100.5,130,HUBC
29-08-2022,100.5,100.5,100.5,100.5,100.5,0,HUBC
30-08-2022,100.4000015,100.4000015,100.3000031,100.3000031,100.3000031,1090,HUBC
31-08-2022,100.3000031,100.3000031,100.3000031,100.3000031,100.3000031,50,HUBC
01-09-2022,100.3000031,100.3000031,100.3000031,100.3000031,100.3000031,20,HUBC
02-09-2022,100.3000031,100.3000031,100.3000031,100.3000031,100.3000031,10,HUBC
06-09-2022,100.4000015,100.4000015,100.3600006,100.3600006,100.3600006,4010,HUBC
07-09-2022,100.4000015,100.6999969,100.4000015,100.6999969,100.6999969,5120,HUBC
08-09-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,0,HUBC
09-09-2022,100.8499985,100.8499985,100.8499985,100.8499985,100.8499985,10,HUBC
12-09-2022,100.5999985,101,100.5999985,101,101,250,HUBC
13-09-2022,100.8499985,100.8499985,100.8499985,100.8499985,100.8499985,80,HUBC
14-09-2022,100.8499985,100.8499985,100.8499985,100.8499985,100.8499985,0,HUBC
15-09-2022,100.8499985,100.8499985,100.8499985,100.8499985,100.8499985,0,HUBC
16-09-2022,100.8499985,100.8499985,100.8499985,100.8499985,100.8499985,0,HUBC
19-09-2022,101,101,100.8000031,100.8000031,100.8000031,320,HUBC
20-09-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
21-09-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
22-09-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,0,HUBC
23-09-2022,100.6999969,100.6999969,100.6999969,100.6999969,100.6999969,30,HUBC
26-09-2022,100.8000031,100.8000031,100.6999969,100.8000031,100.8000031,30250,HUBC
27-09-2022,100.8000031,100.8000031,100.8000031,100.8000031,100.8000031,7190,HUBC
28-09-2022,101,101,101,101,101,20,HUBC
29-09-2022,101,101,101,101,101,0,HUBC
30-09-2022,101,101,101,101,101,4920,HUBC
03-10-2022,101,101,101,101,101,0,HUBC
04-10-2022,101,101,101,101,101,0,HUBC
05-10-2022,101,101,101,101,101,0,HUBC
06-10-2022,101,101,101,101,101,0,HUBC
07-10-2022,101,101,101,101,101,0,HUBC
10-10-2022,101,101,101,101,101,0,HUBC
11-10-2022,101,101,101,101,101,0,HUBC
12-10-2022,101,101,101,101,101,70,HUBC
13-10-2022,101,101.0999985,101,101.0999985,101.0999985,150,HUBC
14-10-2022,101.0999985,101.0999985,101.0999985,101.0999985,101.0999985,0,HUBC
17-10-2022,101.0999985,101.0999985,101.0999985,101.0999985,101.0999985,0,HUBC
18-10-2022,101,101,101,101,101,80,HUBC
19-10-2022,101.1999969,101.1999969,101.1999969,101.1999969,101.1999969,1010,HUBC
20-10-2022,101.1999969,101.1999969,101.1999969,101.1999969,101.1999969,0,HUBC
21-10-2022,101.1999969,101.1999969,101.1999969,101.1999969,101.1999969,0,HUBC
24-10-2022,101.0999985,101.0999985,101.0999985,101.0999985,101.0999985,2000,HUBC
25-10-2022,101.0999985,101.0999985,101.0999985,101.0999985,101.0999985,0,HUBC
26-10-2022,101.0999985,101.0999985,101.0999985,101.0999985,101.0999985,70,HUBC
27-10-2022,101.3000031,101.3000031,101.3000031,101.3000031,101.3000031,10,HUBC
28-10-2022,101.3000031,101.3000031,101.3000031,101.3000031,101.3000031,300,HUBC
31-10-2022,101.1999969,101.3000031,101.1999969,101.1999969,101.1999969,430,HUBC
01-11-2022,101.1999969,101.1999969,101.1999969,101.1999969,101.1999969,10,HUBC
02-11-2022,101.1999969,101.5,101.1999969,101.3000031,101.3000031,2530,HUBC
03-11-2022,101.1999969,101.1999969,101.1999969,101.1999969,101.1999969,50,HUBC
04-11-2022,101.1999969,101.5,101.1999969,101.5,101.5,340,HUBC
07-11-2022,101.5,101.6999969,101.5,101.5999985,101.5999985,390,HUBC
08-11-2022,101.5999985,101.6999969,101.5999985,101.5999985,101.5999985,570,HUBC
09-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,20,HUBC
10-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,20,HUBC
11-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,0,HUBC
14-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,10,HUBC
15-11-2022,101.6500015,101.6500015,101.5999985,101.5999985,101.5999985,560,HUBC
16-11-2022,101.6500015,101.6500015,101.5999985,101.5999985,101.5999985,1200,HUBC
17-11-2022,101.5500031,101.5500031,101.5500031,101.5500031,101.5500031,20,HUBC
18-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,180,HUBC
21-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,10,HUBC
22-11-2022,101.6999969,101.6999969,101.6999969,101.6999969,101.6999969,18700,HUBC
23-11-2022,101.6999969,101.6999969,101.5999985,101.5999985,101.5999985,2600,HUBC
25-11-2022,101.5999985,101.5999985,101.5999985,101.5999985,101.5999985,0,HUBC
28-11-2022,101.9000015,102.4199982,101.8000031,101.8000031,101.8000031,12430,HUBC
29-11-2022,101.8000031,101.9000015,101.8000031,101.8000031,101.8000031,350,HUBC
30-11-2022,101.8000031,101.9000015,101.8000031,101.9000015,101.9000015,320,HUBC
01-12-2022,102,102.1800003,102,102.0999985,102.0999985,11480,HUBC
02-12-2022,102.1500015,102.1500015,102.0999985,102.0999985,102.0999985,2900,HUBC
05-12-2022,102.0500031,102.1999969,102,102.0999985,102.0999985,3010,HUBC
06-12-2022,102.3000031,102.5,102.3000031,102.4000015,102.4000015,118640,HUBC
07-12-2022,102.4000015,102.8000031,102.4000015,102.8000031,102.8000031,77720,HUBC
08-12-2022,102.8000031,102.8000031,102.8000031,102.8000031,102.8000031,0,HUBC
09-12-2022,102.8000031,102.8000031,102.8000031,102.8000031,102.8000031,0,HUBC
12-12-2022,102.4000015,102.9000015,102.4000015,102.4000015,102.4000015,3190,HUBC
13-12-2022,102.6999969,102.6999969,102.5,102.6999969,102.6999969,6560,HUBC
14-12-2022,102.9000015,102.9000015,102.9000015,102.9000015,102.9000015,50,HUBC
15-12-2022,102.4100037,102.4100037,102.4100037,102.4100037,102.4100037,110,HUBC
16-12-2022,102.8000031,102.8000031,102.8000031,102.8000031,102.8000031,70,HUBC
19-12-2022,102.8000031,102.8000031,102.8000031,102.8000031,102.8000031,60,HUBC
20-12-2022,102.9000015,102.9000015,102.9000015,102.9000015,102.9000015,50,HUBC
21-12-2022,102.9000015,102.9000015,102.9000015,102.9000015,102.9000015,0,HUBC
22-12-2022,103,103.0999985,102.8000031,103,103,11280,HUBC
23-12-2022,103,103,103,103,103,290,HUBC
27-12-2022,99.19999695,100,98.40000153,100,100,1200,HUBC
28-12-2022,99,119,99,104.5199966,104.5199966,4360,HUBC
29-12-2022,105.5999985,129,105.5999985,113.1500015,113.1500015,1160,HUBC
30-12-2022,116,126.9000015,116,123.5999985,123.5999985,270,HUBC
03-01-2023,112.5,112.9499969,107.3000031,107.3000031,107.3000031,1950,HUBC
04-01-2023,103,113,98,112,112,3190,HUBC
05-01-2023,132.6999969,169.8000031,92.25,92.5,92.5,13470,HUBC
06-01-2023,97.69999695,112,88.5,93.59999847,93.59999847,8160,HUBC
09-01-2023,96.80000305,103.9800034,90.30000305,98.19999695,98.19999695,1300,HUBC
10-01-2023,97.19999695,98.80000305,96,96,96,1110,HUBC
11-01-2023,96,97.5,82.80000305,94.29000092,94.29000092,4950,HUBC
12-01-2023,91,92.68000031,83,84.30000305,84.30000305,2340,HUBC
13-01-2023,83.09999847,90,78.80000305,86,86,1370,HUBC
17-01-2023,90,97.90000153,86,88.09999847,88.09999847,970,HUBC
18-01-2023,90.09999847,92.40000153,88,89.90000153,89.90000153,170,HUBC
19-01-2023,86,89.90000153,86,89.30000305,89.30000305,640,HUBC
20-01-2023,87.55000305,87.59999847,81.40000153,84.90000153,84.90000153,560,HUBC
23-01-2023,82.59999847,89.90000153,82.5,84.40000153,84.40000153,220,HUBC
24-01-2023,89,89.90000153,87.69999695,87.69999695,87.69999695,290,HUBC
25-01-2023,85.09999847,146.1000061,85.09999847,101.0999985,101.0999985,22520,HUBC
26-01-2023,95,100.5999985,90,100.3000031,100.3000031,4670,HUBC
27-01-2023,101.0999985,103,96.30000305,96.30000305,96.30000305,480,HUBC
30-01-2023,97.09999847,99.58000183,95.19999695,97.05000305,97.05000305,590,HUBC
31-01-2023,98.25,100.9000015,96.5,97.55000305,97.55000305,980,HUBC
01-02-2023,96.30000305,98.09999847,92.5,92.80000305,92.80000305,930,HUBC
02-02-2023,96.30000305,98.59999847,92.5,95,95,360,HUBC
03-02-2023,94.30000305,94.98999786,91,92.09999847,92.09999847,390,HUBC
06-02-2023,93,93,88.30000305,88.30000305,88.30000305,580,HUBC
07-02-2023,88.09999847,89.40000153,88.09999847,88.09999847,88.09999847,230,HUBC
08-02-2023,92.40000153,94.69999695,90,91.59999847,91.59999847,450,HUBC
09-02-2023,93.34999847,94,92.5,93.34999847,93.34999847,270,HUBC
10-02-2023,94.30000305,94.69999695,90,90,90,480,HUBC
13-02-2023,91,93,82.34999847,89.90000153,89.90000153,1600,HUBC
14-02-2023,83.84999847,92,83.26000214,88.90000153,88.90000153,1150,HUBC
15-02-2023,92,94,91.19999695,92.16000366,92.16000366,280,HUBC
16-02-2023,93,93,90,90.90000153,90.90000153,360,HUBC
17-02-2023,87.5,89.90000153,87.5,89,89,180,HUBC
21-02-2023,90.09999847,93,82.19999695,87.16000366,87.16000366,770,HUBC
22-02-2023,85.5,97.48999786,84,90.30000305,90.30000305,1960,HUBC
23-02-2023,93.5,118.1999969,93.5,107,107,6120,HUBC
24-02-2023,105,105,90,93.90000153,93.90000153,5900,HUBC
27-02-2023,53.5,74.40000153,48.09999847,50.5,50.5,180110,HUBC
28-02-2023,67.80000305,75.40000153,48.5,49.90000153,49.90000153,1067590,HUBC
01-03-2023,25.29999924,26.89999962,14.10000038,15.89999962,15.89999962,995690,HUBC
02-03-2023,15.39999962,15.69999981,11,12.5,12.5,1049800,HUBC
03-03-2023,16.39999962,19.70000076,15.39999962,16.70000076,16.70000076,5060360,HUBC
06-03-2023,17.5,18,13.30000019,15.39999962,15.39999962,1070240,HUBC
07-03-2023,14.30000019,15.60000038,13.39999962,14.60000038,14.60000038,657280,HUBC
08-03-2023,14.39999962,14.60000038,13.19999981,13.30000019,13.30000019,337610,HUBC
09-03-2023,15.80000019,16,13.5,14.89999962,14.89999962,1395810,HUBC
10-03-2023,14.5,17.70000076,13.39999962,17,17,731730,HUBC
13-03-2023,16.39999962,16.89999962,15,15.10000038,15.10000038,503940,HUBC
14-03-2023,14.89999962,20.39999962,14.19999981,16.70000076,16.70000076,2458090,HUBC
15-03-2023,19.39999962,22.89999962,17.5,19.79999924,19.79999924,3006710,HUBC
16-03-2023,20.20000076,24,19.89999962,23.89999962,23.89999962,1782740,HUBC
17-03-2023,28.20000076,31,24.79999924,25,25,4610330,HUBC
20-03-2023,26.60000038,27.10000038,18.79999924,22.10000038,22.10000038,2267580,HUBC
21-03-2023,20.89999962,20.89999962,17.60000038,19.60000038,19.60000038,1188440,HUBC
22-03-2023,19.20000076,22.89999962,18.29999924,21.89999962,21.89999962,1102360,HUBC
23-03-2023,21.89999962,21.89999962,19.25,19.5,19.5,596840,HUBC
24-03-2023,18.29999924,20.79999924,18.10000038,19.45000076,19.45000076,446640,HUBC
27-03-2023,19.89999962,20.39999962,18.10000038,18.70000076,18.70000076,397150,HUBC
28-03-2023,19,19.28000069,15.10000038,15.69999981,15.69999981,1010210,HUBC
29-03-2023,15.19999981,15.69999981,13.5,13.89999962,13.89999962,818670,HUBC
30-03-2023,13.30000019,14.89999962,13.10000038,13.69999981,13.69999981,461960,HUBC
31-03-2023,13,13.64999962,12.39999962,13,13,372170,HUBC
03-04-2023,13.19999981,15.10000038,12.89999962,14.80000019,14.80000019,476650,HUBC
04-04-2023,14.19999981,14.71000004,13,13.30000019,13.30000019,281250,HUBC
05-04-2023,13.30000019,13.30000019,12.39999962,13.10000038,13.10000038,188580,HUBC
06-04-2023,12.69999981,13.39999962,12.39999962,13.19999981,13.19999981,191650,HUBC
10-04-2023,13.19999981,13.30000019,12.10000038,12.10000038,12.10000038,250900,HUBC
11-04-2023,12.30000019,12.30000019,11.19999981,11.30000019,11.30000019,324670,HUBC
12-04-2023,11.39999962,11.5,10.5,11.19999981,11.19999981,309130,HUBC
13-04-2023,11.30000019,12.69999981,10.80000019,12.10000038,12.10000038,364890,HUBC
14-04-2023,12.30000019,14.39999962,11.80000019,13.39999962,13.39999962,511860,HUBC
17-04-2023,13,13.19999981,12,12,12,275260,HUBC
18-04-2023,11.80000019,12.30000019,11.5,11.89999962,11.89999962,171100,HUBC
19-04-2023,11.80000019,11.89999962,11.30000019,11.60000038,11.60000038,195300,HUBC
